title,duration,imdb_rating,directors,writers,cast,genres,release_date,languages,production_companies
Rangeela Daaruwala,NA,NA,['Sanjiv R. Singh'],"['Anand Rao', 'Anand Rao']","['Amit Singh', 'Ganga Adhikari', 'Sunil Pal', 'Pallavi Singh Rajput', 'Satyajeet Rajput', 'Ashoka Thackur']",['Comedy'],"November 9, 2024 (India)",['Hindi'],[]
Muhnochwa,NA,NA,[],[],[],['Horror'],"November 11, 2024 (India)",['Hindi'],[]
Prachand,NA,NA,['Sushant Panda'],"['Sushant Panda', 'Saurabh M. Pandey', 'Sushant Panda', 'Saurabh M. Pandey']","['Pitobash', 'Manoj Mishra', 'Ananth Mahadevan', 'Prakruti Mishra', 'Atul Srivastava', 'Jayjeet Das', 'Pallavi Subhash Shirke', 'Sukant Rath', 'Dinesh Nag', 'Usha Rani Tandey', 'Tushar Acharya', 'Amit Kumar Sahu', 'Veer']",['Thriller'],"November 11, 2024 (India)",['Hindi'],['Nirmal Jaiswal Productions']
Perfect Valentine Gift,NA,NA,['Sanjay Raj'],"['Manu Parashar', 'Sanjay Raj', 'Mahesh Shah', 'Manu Parashar', 'Sanjay Raj', 'Mahesh Shah']","['Richa Singh Chauhan', 'Sourav Kumar Thakur', 'Amit Tiku', 'Shashi Ankit Mudgal', 'Aakriti Chopra', 'Sujeet Kumar', 'Mridul Aggarwal', 'Deepanshu Bhardwaj', 'Prince Bhatia', 'Vikky Choudhary', 'Monika', 'Jagriti Reigns', 'Hardik Saini']",['Thriller'],"November 12, 2024 (India)",['Hindi'],"['Getintofilm', 'Phoenix Creations']"
The Sabarmati Report,PT2H7M,6.6,['Dheeraj Sarna'],"['Arjun Bhandegaonkar', 'Avinash Singh Tomar', 'Arjun Bhandegaonkar', 'Avinash Singh Tomar']","['Vikrant Massey', 'Raashi Khanna', 'Ridhi Dogra', 'Rohit Ameriya', 'Aryan Ardent', 'Al Arjun', 'Diwakar Dhyani', 'Kalpana Gagdekar', 'Vivek Ghamande', 'Urvashi Golter', 'Badrul Islam', 'Milind Joshi', 'Prince Kashyap', 'Simran Khanna', 'Laxman Khunti', 'Sandeep Kumar', 'Vikas Mahante', 'Rahi Mamtora']","['Crime', 'Drama', 'Thriller']","November 15, 2024 (India)",['Hindi'],"['Moral of the Story', 'Balaji Motion Pictures', 'Balaji Motion Pictures']"
The Legend of Sudarshan Chakra,PT2H40M,9.3,['Anil Kulchainiya'],"['Anil Kulchainiya', 'Anil Kulchainiya']","['Vivek Anand Mishra', 'Himani Shivpuri', 'Ananth Mahadevan', 'Mushtaq Khan', 'Manmauji', 'Vivek Tripathi', 'Jugnu', 'Anuradha Chandan', 'Dinesh Kaushik', 'Atul Tiwari', 'Banwari Lal Jhol', 'Ashvin Borad', 'Lancy Abraham', 'Akhtar', 'Ankit', 'Sahil Balani', 'Varun Chaudhary', 'Sanjeev Chauhan']",['Biography'],"November 15, 2024 (India)",['Hindi'],"['Nandi Pictures', 'Shiromani Creations']"
A Real Encounter,NA,6.4,['Sabir Shaikh'],"['Pradip Churiwal', 'Pradip Churiwal']","['Amrit Dujari', 'Bratuti Ganguly', 'Ehsan Khan', 'Mushtaq Khan', 'Shahbaaz Khan', 'Raza Murad', 'Rishikesh Tiwari', 'Akhilesh Verma']",['Action'],"November 15, 2024 (India)",['Hindi'],['The Macniell Engineering']
No Survival Without Oxygen,NA,9.6,['Shoib Nikash Shah'],"['Shoib Nikash Shah', 'Shoib Nikash Shah']","['Shoib Nikash Shah', 'Namita Lal', 'Hussein Khan', 'Satish Bhat', 'Azmat Khwaja']",['Drama'],"November 15, 2024 (India)",['Hindi'],['Rahat Kazmi Film Studios']
Best Movie,PT2H23M,8.6,['B.r'],"['Dhvani Joshi', 'Dhvani Joshi']","['Nalin Dave', 'Nirubha Gohel', 'Bhaavin Joshi', 'Raghu Madhvani', 'Sejal Vanjara']","['Drama', 'Musical']","November 15, 2024 (India)","['Hindi', 'Gujarati', 'Rajasthani']","['Rangat Studio Production', 'Red Apple Film Production']"
Cycle Mahesh,PT1H,NA,[],"['Suhel Banerjee', 'Gurleen Judge', 'Suhel Banerjee', 'Gurleen Judge']",[],[],"November 16, 2024 (Netherlands)","['Hindi', 'Marathi', 'Oriya']",[]
Alaav,PT2H3M,NA,['Prabhash Chandra'],"['Prabhash Chandra', 'Prabhash Chandra']","['JiJi Bhattacharji', 'Bhaveen Gosain', 'Savitri Gossian', 'Pakhi Jain', 'Anita Kanwar']",['Drama'],"November 17, 2024 (India)",['Hindi'],['Alpana Theatre']
The Little Thief,NA,NA,['J P Sharma'],"['J P Sharma', 'J P Sharma']","['Parnika Chandok', 'Charnjeet Kaur', 'Raju Khan', 'Saavi Rajput', 'Siddhant Saroj', 'Ayesha Shaikh', 'Gajal Sharma', 'J P Sharma', 'Sandeep Sharma', 'Sunita Shirole', 'Prashant Shrivastav', 'Bipin Bihari Singh', 'Gabbar Singh', 'Trilokchander Singh', 'Ziya Singh', 'Poonam Tiwari', 'Ambika Vani', 'Abhay Pratap Singh Yadav']",['Drama'],"November 18, 2024 (India)",['Hindi'],[]
Pyre,NA,9.4,['Vinod Kapri'],"['Vinod Kapri', 'Vinod Kapri']","['Padam Singh', 'Hira Devi', 'Subhash Chandra', 'Shubham Chaudhary', 'Sadab Khan', 'Alok Verma', 'Gopa Nayal', 'Deewan Kanwal', 'Jaya Shah', 'Pushpa Pandey']",['Drama'],"November 19, 2024 (Estonia)",['Hindi'],['Bhagirathi Films']
Kya Ukhaad Loge?,NA,NA,[],[],['Khushi Shah'],['Crime'],"November 20, 2024 (India)",['Hindi'],[]
Choices,PT1H27M,NA,['Abhik Benazir'],[],"['Shagufta Ali', 'Prajakta Dusane', 'Jaskaran Singh Gandhi', 'Ridhiema Tiwari']",['Romance'],"November 21, 2024 (India)",['Hindi'],[]
I Want to Talk,PT2H2M,7.1,['Shoojit Sircar'],"['Ritesh Shah', 'Ritesh Shah']","['Abhishek Bachchan', 'Ahilya Bamroo', 'Tom McLaren', 'Janet Carter', 'Kristin Goddard', 'Joe Russell', 'Caprice Ott', 'Mike Sears', 'Eliza Kim', 'Julia Megan Sullivan', 'Charles Karafotas', 'Jayant Kripalani', 'Kathy Blaze Jefferson', 'Billy Minshall', 'David Moskowitz', 'Robert Ramirez', 'Ian Schuelke', 'Indeepa Singh']",['Drama'],"November 22, 2024 (India)",['Hindi'],"['Kino Works', 'Rising Sun Films']"
Naam,PT2H16M,6.7,['Anees Bazmee'],"['Anees Bazmee', 'Humayun Mirza', 'Anees Bazmee', 'Humayun Mirza']","['Ajay Devgn', 'Sameera Reddy', 'Bhoomika Chawla', 'Rahul Dev', 'Shriya Sharma', 'Sharat Saxena', 'Raqesh Bapat', 'Andy Biersack', 'Sanjay Dutt', 'Sohail Khan', 'Vidya Malvade', 'Amit Misra', 'Yukta Mookhey', 'Richa Pallod', 'Lisa Ray', 'Mink Singh', 'Mukesh Tiwari', 'Aryan Vaid']","['Action', 'Drama', 'Mystery', 'Thriller']","November 22, 2024 (India)",['Hindi'],"['Eros Now Music', 'Roongta Entertainment', 'Shemaroo Entertainment']"
Suswagatam Khushamadeed,NA,7.4,['Dhiraj Kumar'],"['Manu Rishi Chadha', 'Manish Kishore', 'Manu Rishi Chadha', 'Manish Kishore']","['Arun Bali', 'Manu Rishi Chadha', 'Sajjad Delafrooz', 'Isabelle Kaif', 'Kamal', 'Rajkumar Kanojia', 'Meghna Malik', 'Neela Mulherkar', 'Shruti Panwar', 'Pulkit Samrat', 'Rajesh Sharma', 'Prashant Singh Shaurya', 'Priyanka Singh', 'Rituraj Singh', 'Mehul Surana', 'Sahil Vaid', 'Abhimanyu Yadav']",['Comedy'],"November 22, 2024 (India)",['Hindi'],"['Insite India', 'Insite India', 'Yellow Ant Productions']"
Pune Highway,PT2H1M,NA,"['Rahul da Cunha', 'Bugs Bhargava Krishna']","['Bugs Bhargava Krishna', 'Rahul da Cunha', 'Bugs Bhargava Krishna', 'Rahul da Cunha']","['Swapnil Ajgaonkar', 'Manjari Fadnnis', 'Deepali Garg', 'Sudeep Modak', 'Kurangi Vijayshri Nagraj', 'Ketaki Narayan', 'Anuvab Pal', 'Krishna Saajnani', 'Amit Sadh', 'Jim Sarbh', 'Shishir Sharma', 'Pranay Singh']","['Drama', 'Thriller']","November 23, 2024 (India)",['Hindi'],"['Drop D Films', 'Ten Years Younger Productions']"
Loktantra: Power of the People,NA,8.7,"['Aman Sharma', 'Taapas Mehra']","['Manoj Doria', 'Taapas Mehra', 'Manoj Doria', 'Taapas Mehra']","['Narendra Dhawan', 'Manoj Doria', 'Akshat Kumar', 'Ayush Mehra', 'Mukul Raj Mehra', 'Taapas Mehra', 'Lav Palangder', 'Kapil Shandilya', 'Divya Sharma', 'Sonu Yadav']","['Political Drama', 'Drama']","November 23, 2024 (India)",['Hindi'],[]
Mom's Coming,PT2H2M,NA,['Rishiking'],"['Rishiking', 'Rishiking']",['Byom'],"['Drama', 'Horror', 'Musical', 'Thriller']","November 24, 2024 (India)",['Hindi'],['Hribom']
Hisaab Barabar,NA,7.9,['Ashwani Dhir'],"['Ashwani Dhir', 'Ritesh Shastri', 'Ashwani Dhir', 'Ritesh Shastri']","['Madhavan', 'Neil Nitin Mukesh', 'Kirti Kulhari', 'Rashami Desai', 'Sukumar Tudu', 'Sachin Viddrrohi', 'Asad Alvi', 'Prem Anand', 'Akshay Bhagat', 'Shaunak Duggal', 'Imran Hasnee', 'Rajesh Jais', 'Jitender', 'Ishtiyak Khan', 'Anil Pandey', 'Mahendra Rajput', 'Faisal Rashid', 'Bondip Sarma']","['Comedy', 'Drama', 'Thriller']","January 24, 2025 (India)",['Hindi'],['SP CineCorp']
Maa Kaali,NA,NA,['Vijay Yelakanti'],"['Amarnath Jha', 'Vijay Yelakanti', 'Amarnath Jha', 'Vijay Yelakanti']","['Abhishek Singh Ias', 'Raima Sen', 'Sundip Ved']",[],2025 (India),['Hindi'],['People Media Factory']
Sikandar Ka Muqaddar,PT2H22M,6.0,['Neeraj Pandey'],"['Neeraj Pandey', 'Vipul K. Rawal', 'Neeraj Pandey', 'Vipul K. Rawal']","['Jimmy Shergill', 'Avinash Tiwary', 'Tamannaah Bhatia', 'Rajeev Mehta', 'Divya Dutta', 'Ridhima Pandit', 'Zoya Afroz', 'Santanu Ghatak', 'Praful Joshi', 'Vikrant Kolape', 'Komal Somare', 'Ashrut Jain', 'Aparna Upadhyay', 'Khurshed Lawyer', 'Ravi Kothari', 'Anil Pandey', 'Arpit Mishra', 'Binda Rawal']","['Heist', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","November 29, 2024 (India)",['Hindi'],"['Friday Filmworks', 'Friday Storytellers']"
Metro... In Dhino,NA,7.1,['Anurag Basu'],"['Anurag Basu', 'Samrat Chakraborty', 'Anurag Basu', 'Samrat Chakraborty']","['Anupam Kher', 'Ali Fazal', 'Kay Kay Menon', 'Aditya Roy Kapoor', 'Pankaj Tripathi', 'Sara Ali Khan', 'Konkona Sen Sharma', 'Fatima Sana Shaikh', 'Rahul Bose', 'Neena Gupta', 'Shaleen Bhanot', 'Rohan Gurbaxani', 'Rohit Roy', 'Bharat Thakker', 'Virendra Saxena', 'Bhaumik Ahir', 'Rukh Nabeel', 'Himanshu Jaykar']","['Drama', 'Romance']","November 29, 2024 (India)",['Hindi'],"['Anurag Basu Productions', 'T Series']"
Irani Chai,PT2H,8.0,['Manoj Srivastava'],"['Manoj Srivastava', 'Manoj Srivastava']","['Mozhgan Taraneh', 'Govind Namdeo', 'Zakir Hussain', 'Zeishan Quadri', 'Aditya Lakhia', 'Anang Desai', 'Ananth Mahadevan', 'Farkhondeh Farmanizadeh', 'Ajeet Kumar', 'Akhilendra Mishra', 'Ezzatollah Ramazanifar']","['Drama', 'Thriller']","December 14, 2024 (India)",['Hindi'],[]
Narrakk Bhogna Abhi Baki Hai,NA,NA,['Rahul K Singh'],"['Rahul K Singh', 'Rahul K Singh']","['Rohit Choudhary', 'Dipti Dhotre', 'Abhishek Duhan', 'Priitamm Jaiswal', 'Brijendra Kala', 'Sharon Pandey', 'Subha Rajput', 'Abhimanyu Singh']",['Drama'],November 2024 (India),['Hindi'],"['JP Star Pictures', 'Kartik Films']"
PYCY (pyaar vyaar Chhodd Yaar),NA,NA,['Aman Batra'],"['Aman Batra', 'Suniil Raoo', 'Aman Batra', 'Suniil Raoo']","['Poorvi Chabbra', 'Animesh Pandey', 'Suniil Raoo']",['Comedy'],"December 1, 2024 (India)",['Hindi'],[]
Agni,PT2H2M,7.4,['Rahul Dholakia'],"['Rahul Dholakia', 'Vijay Maurya', 'Rahul Dholakia', 'Vijay Maurya']","['Pratik Gandhi', 'Divyendu Sharma', 'Jitendra Joshi', 'Sai Tamhankar', 'Saiyami Kher', 'Udit Arora', 'Kabir Shah', 'Hitesh Chauhan', 'Nitin Dhongade', 'Shakunt Joshipura', 'Sajan Kumar', 'Rohit Petkar', 'Hitesh Dave', 'Sushant Shetty', 'Pradeep Jangid', 'Pramod Pathak', 'Kundan Roy', 'Vijay Sanap']","['Action', 'Drama']","December 6, 2024 (India)",['Hindi'],['Excel Entertainment']
Jagan,PT1H49M,NA,['Sanjib Dey'],"['Sanjib Dey', 'Gunjan Joshi', 'Sanjib Dey', 'Gunjan Joshi']","['Subrat Dutta', 'Debasish Mondal', 'Swaroopa Ghosh', 'Choudhury Bikash', 'Suchi', 'Saisresth', 'Achinta Shankar', 'Prasanjeet Mohapatra', 'Tilottama Sahoo', 'Srikanta Samal', 'Rohan Sen', 'Suchi Smita']",['Drama'],"December 7, 2024 (India)",['Hindi'],['Malpani Talkies']
Jhanjhaarpur,PT2H20M,9.2,['Navin Chandra Ganesh'],"['Navin Chandra Ganesh', 'Navin Chandra Ganesh']","['Gaurav Ambare', 'Suhas Bansod', 'Apurva Dutta', 'Ujjwala Ganguly', 'Gautam Gulaal', 'Sarbind Kumar', 'Shaina Lebana', 'Aishwarya Manohar', 'Aaryan Rajak', 'Shashank Sudhakarrao Sao', 'Vinod Saroj', 'Sagar Singh', 'Sanjay Kumar Singh', 'Manjari Mani Tripathi']",['Drama'],"December 8, 2024 (India)",['Hindi'],['Sao Films']
Benaam Rishta,PT1H30M,6.4,['Sanjay Verma'],"['Giselle Galbao', 'Giselle Galbao']","['Krissann Barretto', 'Rose Khan', 'Suraj Pratap Singh', 'Suraj Sonik']",['Romance'],"December 11, 2024 (India)",['Hindi'],['Canopy']
Money Matters!!! But Love???,PT1H49M,NA,['Adarsh Tripathi'],"['Sanjay Upadhyay', 'Sanjay Upadhyay']","['Sanjay Upadhyay', 'Archana Upadhyay', 'Jignesh Bhatt', 'Jignesh Bhatt', 'Julie', 'Shiv Kumar', 'Avdhesh Kushwaha', 'Avdhesh Kushwaha', 'Madhuri Pandey', 'Ragini Pandey', 'Vikram Rajput', 'Afsana Shaikh']",['Romance'],"December 13, 2024 (India)",['Hindi'],['Ragini Films International']
Body,NA,NA,['Abhijit Mazumdar'],"['Abhijit Mazumdar', 'Abhijit Mazumdar']","['Khushboo Upadhyay', 'Uday Chandra', 'Sandeep Shridhar Dhabale', 'Kritika Pande', 'Shivam Parekh', 'Amol Deshmukh', 'Manoj Sharma', 'Sunil Shanbag', 'Jatin Negi']",['Drama'],"December 14, 2024 (India)",['Hindi'],['Rough Work Films']
Kya Masti Kya Dhoom,NA,3.5,"['Chandrakant Singh', 'Ali Shah']","['M. Salim', 'M. Salim']","['Abhishek Bajaj', 'Musskan Sethi', 'Anant Vidhaat', 'Eshanya Maheshwari', 'Sanjay Mishra', 'Johny Lever', 'Vijay Raaz', 'Hemant Pandey', 'Vineet Sharma', 'Aakkash Dabhade', 'Vijay Singh']",['Comedy'],"December 17, 2024 (India)",['Hindi'],"['Big Bat Films', 'C.K Arts']"
Sir Syed Ahmad Khan the Messiah,NA,NA,[],"['Shoaib Choudhary', 'Mutyim Kamalee', 'Shoaib Choudhary', 'Mutyim Kamalee']","['Javed Abedi', 'Syed Sahil Agha', 'Akshay Anand', 'Shoaib Choudhary', 'Nilofar Gesawat', 'Mohammed Yaqub Ghauri', 'Syed Ubaid Hussain', 'Azhar Iqbal', 'Naiyar Jafri', 'Swayam Joshi', 'Shahid Kabeer', 'Irfan Razaa Khan', 'Kashif Khan', 'Nasir Ali Khan', 'Ajay Mahendru', 'Deepak Parashar', 'Mohammad Gelani Pasha', 'Nawab Fardeen Rasheed']",['Drama'],"December 19, 2024 (India)","['Hindi', 'Urdu']",[]
Finding Pushpa,NA,NA,[],[],[],['Comedy'],"December 19, 2024 (India)",['Hindi'],[]
Mahi and Jigar,NA,NA,['Melissa Raju Thomas'],"['Melissa Raju Thomas', 'Melissa Raju Thomas']",['Melissa Raju Thomas'],['Drama'],"December 19, 2024 (India)",['Hindi'],[]
Vanvaas,PT2H40M,6.7,['Anil Sharma'],"['Amjad Ali', 'Anil Sharma', 'Sunil Sirvaiya', 'Amjad Ali', 'Anil Sharma', 'Sunil Sirvaiya']","['Ashwini Kalsekar', 'Nana Patekar', 'Shruti Marathe', 'Utkarsh Sharma', 'Simratt Kaur Randhawa', 'Rajpal Naurang Yadav', 'Khushbu Sundar', 'Kettan Singh', 'Snehil Dixit Mehra', 'Hemant Kher', 'Bhakti Rathod', 'Paritosh Tripathi', 'Prashant Bajaj', 'Rumi Khan', 'Tejal Kishor', 'Tejas Raut', 'Simrat Kaur', 'Hanish Lamba']","['Action', 'Drama']","December 20, 2024 (India)",['Hindi'],"['Anil Sharma Productions', 'Zee Studios']"
Yo Yo Honey Singh: Famous,PT1H20M,6.9,['Mozez Singh'],[],"['Shah Rukh Khan', 'Salman Khan', 'Yo Yo Honey Singh', 'Millind Gaba', 'Jazzy B']","['Documentary', 'Drama']","December 20, 2024 (India)",['Hindi'],['Sikhya Entertainment']
Baby John,PT2H39M,6.4,['Kalees'],"['Sumit Arora', 'Kalees', 'Sumit Arora', 'Kalees']","['Wamiqa Gabbi', 'Salman Khan', 'Keerthy Suresh', 'Varun Dhawan', 'Jackie Shroff', 'Sanya Malhotra', 'Rituraj Singh', 'Sheeba Chaddha', 'Rajpal Naurang Yadav', 'Zara Zyanna', 'Benedict Garrett', 'Manikandan K.', 'Sonalli Sharmisstha', 'Mona Ambegaonkar', 'Jaffer Sadiq', 'Armaan Khera', 'Mushtaq Khan', 'Prakash Belawadi']","['Action', 'Drama', 'Thriller']","December 25, 2024 (India)",['Hindi'],"['A for Apple Productions', 'Cine1 Studios', 'Jio Studios']"
Kisko Tha Pata,PT2H15M,7.5,['Ratnaa Sinha'],[],"['Ashnoor Kaur', 'Aadil Khan', 'Akshay Oberoi']","['Drama', 'Romance']","December 25, 2024 (India)",['Hindi'],['Trizent Mediaworks']
Oye Bhootni Ke,NA,8.1,['Ajay Kailash Yadav'],"['Tanuraj Adhikari', 'Nitin Raikwar', 'Abhishek Talented', 'Tanuraj Adhikari', 'Nitin Raikwar', 'Abhishek Talented']","['Mimoh Chakraborty', 'Nikita Sharma', 'Diana Khan', 'Aditya Kumar', 'Tripurari Yadav', 'Amit Kb Sinha', 'Jeet Raidutt', 'Ashoka Thackur', 'Rohit Suryavanshi', 'Brijesh Karanwal', 'Pinel Babu', 'Aryavart Mishra', 'Jitendra Yadav']","['Comedy', 'Horror']","December 25, 2024 (India)",['Hindi'],[]
Mission Bharatam,NA,NA,['Arjun Raaj'],"['Arjun Raaj', 'Arjun Raaj']","['Abhilash Chaudhary', 'Gaurav Daagar', 'Vikram Kochhar', 'Sabby Suri', 'Heramb Tripathi']",['Action'],"December 25, 2024 (India)",['Hindi'],['RD Bioscope']
Case 19: Vichchhiya,PT51M,NA,['Harsh Vaishnav'],"['Harsh Vaishnav', 'Harsh Vaishnav']","['Bhautik Patel', 'Hardik Kumar', 'Kevin Rushi', 'Harsh Vaishnav', 'Himanshu Solanki', 'Dhruvin Mewada', 'Rytham Nayak', 'Dishant Sheth']","['Found Footage Horror', 'Supernatural Horror', 'Horror', 'Mystery']","December 25, 2024 (India)",['Hindi'],['Cinema Breathers']
Backfire,NA,NA,['Ashok K Mishra'],"['Ghalib Asad Bhopali', 'Ghalib Asad Bhopali']","['Sandeepa Dhar', 'Karan Singh Grover', 'Kay Kay Menon', 'Neil Nitin Mukesh', 'Hiten Patel', 'Jackie Shroff']",['Mystery'],December 2024 (India),['Hindi'],['Vision Corporation']
Sabaash Kundu,PT2H19M,NA,['Kamal Haasan'],"['Kamal Haasan', 'Kamal Haasan']","['Kamal Haasan', 'Shruti Haasan']",['Drama'],2024 (India),['Hindi'],[]
Me and You,NA,NA,['Shreyansh Pratihar'],"['Ashish Noel', 'Shreyansh Pratihar', 'Shubh Soni', 'Ashish Noel', 'Shreyansh Pratihar', 'Shubh Soni']","['Shubh Soni', 'Aditi Singh', 'Pallavi Singh', 'Ajay Sharma', 'Gaurav Khetterpal', 'Vivaan Mittal', 'Rishi Bawa']",['Romance'],December 2024 (United States),['Hindi'],['First Clap Motion Pictures']
Two Zero One Four,PT2H26M,NA,['Shravan Tiwari'],"['Shravan Tiwari', 'Shravan Tiwari']","['Jackie Shroff', 'Akshay Oberoi', 'Shishir Sharma', 'Donte Muse', 'Paul Reyes', 'Mukesh Rishi', 'Antony Serticchio', 'Jonathan E. Simmons', 'Uday Tikekar']",['Thriller'],December 2024 (India),['Hindi'],['SRHP FIlms']
The Vanishing Act,PT2H,NA,['Paul Rupesh'],"['Paul Rupesh', 'Paul Rupesh']","['Sayani Gupta', 'Raw Leiba']",[],2024 (India),"['Hindi', 'English']",['Paul Rupesh Films']
Suzie Q,PT1H45M,NA,['Chandan Roy Sanyal'],[],"['Parno Mittra', 'Chandan Roy Sanyal', 'Prakash Jha', 'Sangeeth Sivan', 'Joy Fernandes', 'Jan Graveson', 'Errol Marks', 'Abhay Chintamani Mishr', 'Kshitee Jog', 'Umesh Jagtap', 'Priya Banerjee', 'Aarti Menon']",['Drama'],NA,['Hindi'],[]
Love Is Forever,NA,NA,['S. Shriniwas'],"['Rashid Kanpuri', 'Rashid Kanpuri']","['Garima Agarwal', 'Reeta Mandal', 'Rahul Prajapati']",['Drama'],2024 (India),['Hindi'],[]
Bhediya Dhasaan,PT2H14M,NA,['Bharat Singh Parihar'],"['Ramendra Singh', 'Ramendra Singh']","['Yatendra Bahuguna', 'Madan Mehra', 'Raghav Sharma', 'Shrish Dobhal', 'Mahesh Saini', 'Aakash Negi', 'Swati Nayal']",['Drama'],NA,['Hindi'],['Viable Films']
Husna,PT2H30M,NA,['Durgesh Nitin Harawade'],"['Durgesh Nitin Harawade', 'Vishal Vashisth', 'Durgesh Nitin Harawade', 'Vishal Vashisth']","['Pranali Ghoghare', 'Jeetu Goswami', 'Meera Joshi', 'Shahid Kabeer', 'Vishakh Mhamankar', 'Manish Sharma', 'Shivam Singh']","['Drama', 'Mystery', 'Romance', 'Thriller']",2024 (India),['Hindi'],"['BLUE ROAN VENTURES', 'KRISHNA SAKHEE PRODUCTIONS', 'Suman Entertainment']"
Cocaine,NA,NA,['Shravan Tiwari'],"['Shravan Tiwari', 'Shravan Tiwari']","['Abhimanyu Singh', 'Ashok Samarth', 'Nissar Khan', 'Uday Tikekar', 'Mushtaq Khan', 'Alok Pandey']",['Thriller'],December 2024 (India),['Hindi'],"['Amelie Films', 'Jahn Studio']"
Sapiens,PT2H4M,NA,['Shekhar Ramesh Mishra'],"['Shekhar Ramesh Mishra', 'Sudipta Rathore', 'Shekhar Ramesh Mishra', 'Sudipta Rathore']","['Manwendra Tripathy', 'Anshuman Rai', 'Rajveer Bawa', 'Devansh Srivastava', 'Sudipta Rathore', 'Shanti Tiwari', 'Azam Khan', 'Adil Feroz Khan', 'Jaideep Parashar', 'Mohit Ruwari']",['Drama'],NA,['Hindi'],['Navroz prasla Productions']
Sant Tukaram,NA,NA,"['Aditya Om', 'Alok Jain']",[],"['Subodh Bhave', 'Sheena Chohan', 'Mannveer Choudharry', 'Hemal Dhariya', 'Arun Govil', 'Mukesh Khanna', 'Akbar Sami', 'Gauri Shankar', 'Brijeshwar Singh', 'Gauri Shankar Singh', 'RJ Rahul Singh', 'Shiva Suryavanshi']",['Biography'],2024 (India),['Hindi'],['Purushottam Studios']
Zeenat,NA,NA,['Shivkumar Swami'],"['Shivkumar Swami', 'Shivkumar Swami']","['Saagar Choksi', 'Natharam Dewasi', 'Shrestha Mishra', 'Chintan R Rachh', 'Raj R Shinde', 'Anushi Singh', 'Raju Srivastava', 'Mahima Waghmode']",['Drama'],2024 (India),['Hindi'],['Kutumba Mitra Production']
Moral Cop,NA,NA,['Pawan Kumar'],"['Pawan Kumar', 'Pawan Kumar']","['Yajuvendra Pratap Singh', 'Pratiksha Singh', 'Rajesh Jais', 'Jahangir Khan', 'Sunil Bhargav', 'Aarav Shukla', 'Pankaj Titoria', 'Satish Trivedi', 'Narendra Panjwani', 'Amresh Aryan', 'Tushar Acharya', 'Shruti Bhattacharya', 'Ram Gangwar', 'Digvijay Singh Gurbat', 'Ramesh C Pathak', 'Anchit Prakash', 'Manish Rajput', 'Devika Singh']",['Drama'],2024 (India),['Hindi'],"['Stuti Entertainment', 'Shreenika Films']"
Ghubar,NA,NA,['Swaminathan Sridhar'],"['Swaminathan Sridhar', 'Swaminathan Sridhar']","['Vijay Kumar', 'Vivek Pandey', 'Jitendra Rana', 'Kopal Jain', 'Shubham Pathak', 'Alankriti Shrivastava', 'Devanshi Shrivastava', 'Ayush Palia', 'Nikhilesh Thakur', 'Gourav Saini', 'Shivanshu Mehta', 'Parag Telang', 'Shashank Soni', 'Manish Tiwari', 'Gajnish Vaidya', 'Aradhna Paraste', 'Satyendra Rawat', 'Rituraj Tiwari']","['Crime', 'Mystery']",2024 (India),['Hindi'],['Pictures MP20 Entertainment']
Traitor,PT1H30M,NA,[],[],"['Chandan Bhardwaj', 'Priyanka Bora', 'Sandeep Chatterjee', 'Chhaya Kadam', 'Vikram Kochhar', 'Pravin Manjarekar', 'Rajpal Naurang Yadav', 'Gauri Shankar', 'Gauri Shankar Singh', 'Gergana Tonozlieva']",['Crime'],2024 (India),['Hindi'],"['Brandex Entertainment', 'Paul Rupesh Films']"
The Money Collector,NA,NA,['Palaash Muchhal'],"['Palaash Muchhal', 'Palaash Muchhal']","['Kurangi Vijayshri Nagraj', 'Elsa Nilaj', 'Sandra']",['Drama'],2024 (India),['Hindi'],[]
For Bindiya Call Jugnu,PT1H25M,NA,['Arjun Sumitra'],"['Arjun Sumitra', 'Arjun Sumitra']","['Amit Sial', 'Annukampa Harsh', 'Razak Khan', 'Meghna Naidu', 'Hasan Zaidi', 'Anupam Shyam', 'Nishant Lal']",['Drama'],2024 (India),['Hindi'],['Wetstreet Pictures']
Aveer,NA,NA,['Suzad Iqbal Khan'],[],"['Mir Sarwar', 'Amit Antil', 'Nibha Singh', 'Ahmer Haider', 'Sanam Zeya']",['Romance'],NA,['Hindi'],['Shalimar Productions']
Dushu,PT1H36M,NA,['Himanshu Mishro Mondal'],"['Himanshu Mishro Mondal', 'Himanshu Mishro Mondal']","['Shourya Tiwary', 'Sugandha Srivastava', 'Manuj Sharma', 'Bikas Mukherjee', 'Himanshu Mishro Mondal', 'Kaushal Kapoor', 'Prithwijit Nanda', 'Raja Sarkar', 'Debapriya Acharjee', 'Rajeev Sinha', 'Adrija Basu', 'Sushant Dan', 'Sampriti Mahato', 'Shambhunath Mukherjee', 'Agnish Prasad Mukhyopadhyay']","['Adventure', 'Biography', 'Drama']",2024 (India),['Hindi'],"['CountrysidePhools', 'HUM Pictures']"
